seed,time_solve,size_bytes
348, 175.52041745185852, 306097078
249, 247.25676465034485, 423494760
989, 191.53177213668823, 332309920
107, 175.45771765708923, 320027250
260, 192.06168413162231, 337954039
690, 181.03761553764343, 300215753
797, 186.33487200737, 315408937
516, 188.53423810005188, 346718281
801, 179.1271116733551, 297074134
195, 202.3290638923645, 339179474
786, 208.62568926811218, 323105775
101, 176.94541430473328, 320641197
813, 198.0951738357544, 331653902
358, 175.54298090934753, 301357304
869, 201.54238033294678, 344589719
919, 225.47423768043518, 363672999
854, 179.56381511688232, 292700432
118, 161.8322515487671, 300956407
572, 173.06258082389832, 297497402
718, 207.0758261680603, 355998492
600, 197.11820030212402, 331062967
795, 184.0259280204773, 301656202
439, 198.65445470809937, 367793490
782, 194.4378309249878, 347173129
569, 186.83294320106506, 360191293
827, 198.86340355873108, 324979571
166, 189.35409545898438, 324830798
228, 160.67070817947388, 285113663
465, 145.0441210269928, 318652776
263, 236.06004166603088, 374517517
461, 159.40965962409973, 284647586
401, 216.94525623321533, 365719364
764, 190.2020308971405, 309046369
445, 201.06020045280457, 327063235
861, 175.11488127708435, 312451291
227, 170.40446424484253, 314821515
568, 147.32968592643738, 281374791
110, 193.32238674163818, 325062109
828, 206.5645821094513, 347411883
677, 236.21262574195862, 379950487
189, 181.03301358222961, 294963699
278, 191.23642349243164, 313704816
552, 217.91934895515442, 362294267
92, 209.52103066444397, 321657347
825, 189.37206983566284, 312627917
435, 204.691157579422, 333169358
906, 147.98416328430176, 313548257
745, 207.43260622024536, 368527944
229, 180.36157321929932, 317779229
452, 158.22120356559753, 344769248
33, 178.89876651763916, 321180482
859, 170.25653624534607, 278437409
396, 153.82314825057983, 325070746
611, 214.32846903800964, 357822171
22, 219.14851450920105, 332870628
679, 206.69194674491882, 333803540
13, 180.50468730926514, 270245010
3, 189.33961844444275, 311654167
887, 213.167414188385, 356560138
204, 238.93028688430786, 381481698
864, 173.46343302726746, 286995676
879, 229.54620718955994, 380128220
998, 175.90533113479614, 320443883
926, 228.68416047096252, 378766190
807, 183.53748226165771, 342878207
259, 219.00735139846802, 344696022
737, 182.21923303604126, 337754262
962, 199.67600321769714, 350564332
937, 167.38365864753723, 313009428
667, 199.9540343284607, 333672426
815, 195.86723637580872, 341855310
537, 186.46330094337463, 339403224
327, 201.7185127735138, 326899438
286, 204.43543434143066, 337628148
847, 166.1889772415161, 295748598
